영화명,개봉일,관객수,누적관객수,year_month
섹스 연금 적립 워킹맘,2021-10-14,20,20,202110
맛 좋은 시골 무: 아래로 먹는 일본 새댁,2021-10-21,20,20,202110
도망친 여자,2020-09-17,20,10338,202110
환상의 전차를 타고 여행하다,2008-08-22,20,236,202110
도신-지존천하,2021-10-25,20,20,202110
밀회,,19,4808,202110
숏버스 감성행,2021-08-19,19,609,202110
젊은 여자,,19,19,202110
숏버스 이별행,2021-07-22,19,2475,202110
"안녕,내사랑",,19,1318,202110
올리버 색스: 그의 생애,2021-08-26,18,575,202110
걸후드,2020-11-12,18,12230,202110
박강아름 결혼하다,2021-08-19,18,3500,202110
인디그라운드X독립영화전용관 특별기획전 섹션4,,18,18,202110
사선을 넘어서,,18,18,202110
다시 만난 날들,2020-09-24,17,4311,202110
인베이전,,17,17,202110
유령과 뮤어 부인,,16,275,202110
브리가둔,,16,1229,202110
러빙 빈센트,2017-11-09,16,421617,202110
마더 인 로,,16,16,202110
펠햄 123,2009-06-11,15,354865,202110
빛나는,2017-11-23,15,5538,202110
도쿄의 밤하늘은 항상 가장 짙은 블루,2019-02-14,15,8789,202110
인터멧조,,15,2793,202110
파도,,15,3331,202110
하나와 앨리스,2004-11-17,15,93403,202110
고래사냥,1984-03-31,15,239,202110
킹 오브 프리즘 -샤이니 세븐 스타즈-,2019-03-07,15,16614,202110
"나의 끝, 당신의 시작",2021-11-18,15,15,202110
담쟁이,2020-10-28,14,4390,202110
신용문 무림,2021-10-28,14,14,202110
도쿄 상공 30초,,14,639,202110
세인트 루이스에서 만나요,,14,1004,202110
탐엣더팜,2014-05-22,14,7619,202110
언더그라운드,2021-08-19,13,1607,202110
파리의 아메리카인,,13,3207,202110
"러브 어페어: 우리가 말하는 것, 우리가 하는 것",2021-11-11,13,378,202110
레토,2019-01-03,13,23162,202110
밤이 울고 있다,,13,125,202110
초속5센티미터,2007-06-21,13,44595,202110
킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2019-04-04,13,9764,202110
오렌지필름 기획전 - 식식[食食]한 사람들,,13,13,202110
이중섭의 눈,,13,13,202110
인디그라운드X독립영화전용관 특별기획전 섹션1,,13,13,202110
크레센도,2021-06-24,13,8168,202110
인디그라운드X독립영화전용관 특별기획전 섹션5,,13,13,202110
바람에 쓴 편지,,13,4871,202110
예수의 이름으로,,13,13,202110
인디그라운드X독립영화전용관 특별기획전 섹션3,,12,12,202110
초행,2017-12-07,12,7593,202110
크림,2021-11-04,12,12,202110
칠수와 만수,1988-11-26,12,339,202110
단지 세상의 끝,2017-01-18,11,31903,202110
빅 퍼레이드,,11,77,202110
울지마 톤즈 2 : 슈크란 바바,2020-01-09,10,21030,202110
인트로덕션,2021-05-27,10,6180,202110
비바리움,2020-07-16,10,23766,202110
은미,,10,10,202110
몽마르트 파파,2020-01-09,10,7284,202110
크로닉,2016-04-14,10,6083,202110
디판,2015-10-22,10,5841,202110
패터슨,2017-12-21,10,68520,202110
인디그라운드X독립영화전용관 특별기획전 섹션2,,9,9,202110
취화선,2002-05-03,8,109,202110
클리너:살인마의 집,2021-10-28,8,8,202110
찬실이는 복도 많지,2020-03-05,8,29543,202110
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,7,27183,202110
트립 투 그리스,2021-07-08,7,5260,202110
이스터 퍼레이드,,7,1700,202110
이사도라의 아이들,,7,56,202110
우리의 환대,,7,228,202110
사랑은 비를 타고,,7,8593,202110
"시발, 놈: 인류의 시작",2016-08-18,6,1165,202110
습도 다소 높음,2021-09-01,6,2224,202110
자마,2021-08-26,6,2822,202110
행복의 속도,2021-11-18,6,6,202110
사정의 콜센타,2021-10-22,5,5,202110
세컨드 샷,2021-10-08,5,5,202110
"아들아, 이건 아니지!",2021-10-05,5,5,202110
오즈의 마법사,2012-05-03,5,4960,202110
교실 안의 야크,2020-09-30,5,11267,202110
너의 췌장을 먹고 싶어,2017-10-25,5,468172,202110
"마이 티쳐, 마이 러브",,5,5,202110
음란전쟁,2021-10-06,4,4,202110
"10월 수요단편극장: 휴먼 스토리텔러, 이란희 특별전",,4,4,202110
더 레치드: 악령의 저주,2021-07-22,4,437,202110
찌르다,,4,4,202110
대테러부대: 팀 울프,2021-08-25,4,104,202110
2047 버추얼 레볼루션,2019-09-26,4,22,202110
무서운 이야기 : 오두막의 악마,2019-03-28,4,5,202110
늦은 휴가,,4,4,202110
샤먼 로드,2021-07-03,4,927,202110
런던잡: 다이아몬드를 훔쳐라,2018-08-03,4,5,202110
인천스텔라,2021-03-25,4,3768,202110
더 바디: 트리,2018-08-03,3,4,202110
살수병기,,3,4,202110
엑시트,2019-07-31,3,9426421,202110
바디 브로큰,2019-05-09,3,4,202110
더 배드 넌,2019-01-17,3,4,202110
프로젝트 : 에덴,2018-10-06,3,4,202110
이탈리안 마피아,2018-10-13,3,4,202110
업사이드 다운,2012-11-08,3,175352,202110
족구왕,2014-08-21,3,47609,202110
콜드 워,2013-09-05,3,3013,202110
방콕 킥복서,2014-04-30,3,395,202110
귀신을 보는 눈: 동안,2014-04-24,3,355,202110
웬디,2021-06-30,3,6485,202110
혼자,2016-11-24,3,960,202110
더 파더,2021-04-07,3,47788,202110
켈리 갱,2021-08-31,3,649,202110
캐논볼,2021-08-25,3,415,202110
나이트메어 비긴즈,2018-09-01,3,4,202110
옥스포드 살인사건,2021-07-21,2,2521,202110
사라진 시간,2018-09-23,2,3,202110
생각의 여름,2021-08-12,2,2520,202110
천상의 소녀,2006-02-02,2,3221,202110
데모닉 : 죽은 자의 부활,2018-08-25,2,3,202110
더 하우스 - 인형의 집,2018-07-21,2,3,202110
데드 엔드 데몬,2018-08-18,2,3,202110
에로소설가의 질펀한 스킬,2021-10-14,1,1,202110
흥건한 장모의 사생활,2021-10-14,1,1,202110
젖은 며느리,2021-10-14,1,1,202110
선배가 해주는 섹스교육,2021-10-14,1,1,202110
내 여친은 에로배우,2021-10-25,1,1,202110
변화의 어느 곳에서 (오지필름 10주년 특별전),,1,1,202110
풋풋한여대생소라의신음소리,2021-10-22,1,1,202110
언노운 에이전트 더 미션,2021-10-21,1,1,202110
월세대신 몸세,2021-10-25,1,1,202110
기운센 새아들,2021-10-01,1,1,202110
만족한 장모님,2021-10-01,1,1,202110
쉬지않는 며느리,2021-10-12,1,1,202110
눈떠보니 남편상사,2021-10-12,1,1,202110
탐스러운 친구여친,2021-10-18,1,1,202110
욕정의 고향,2021-10-15,1,1,202110
음란한 큰가슴,2021-10-18,1,1,202110
새엄마의 욕정중독,2021-10-18,1,1,202110
물 오른 엄마친구,2021-10-12,1,1,202110
시아버지의 탐욕,2021-10-18,1,1,202110
윤율아씨의 쓰리쿠션,2021-10-19,1,1,202110
친구 엄마의 성교육,2021-10-15,1,1,202110
도련님의 물건 무삭제,2021-10-12,1,1,202110
자매의 미친섹스 2,,1,1,202110
맛좋은 소꿉친구 무삭제판,2021-10-18,1,1,202110
스와핑 : 친구의 아내 3 무삭제,2021-10-19,1,1,202110
스파이의 아내,2021-03-25,1,11153,202110
최면섹스:옆집여자,2021-10-27,1,1,202110
젖은 면접:질펀한 거래,2021-10-27,1,1,202110
만취한 옆집여자의 서비스,2021-10-27,1,1,202110
남편 몰래 섹스 파티,2021-10-26,1,1,202110
거유 바니걸 리나,2021-10-26,1,1,202110
형수 안에 들락날락,2021-10-26,1,1,202110
처제의 봉사,2021-10-27,1,1,202110
리얼돌과의 환상섹스,2021-10-26,1,1,202110
욕정 다이어리 : 에로부부 무삭제판,2021-10-25,1,1,202110
관음증 유부녀의 욕정,2021-10-25,1,1,202110
밤마다 불타는 아내의 성욕,2021-10-25,1,1,202110
성욕이 운다,2021-10-25,1,1,202110
스토퀸 무삭제판,2021-10-18,1,1,202110
섹스 파라다이스,,1,1,202110
그녀의 섹시한 이중생활,,1,1,202110
섹스를 달리는 비행소녀 무삭제판,2021-10-25,1,1,202110
섹스를 달리는 비행소녀,2021-10-18,1,1,202110
길들이는 낭만언니,,1,1,202110
떡값내고 과외받기,,1,1,202110
소규모 아카시아 밴드 이야기,2010-01-14,1,792,202110
칠검,2005-09-29,1,285195,202110
미스터 컴퍼니,2014-02-27,1,823,202110
싱 오버 미,2015-09-24,1,1814,202110
청춘선거,2021-06-17,1,2088,202110
오빠 한번 믿어봐,2021-10-13,1,1,202110
가슴 큰 친구여친 무삭제,2021-10-02,1,1,202110
연애 : 섹스의 기술 무삭제,2021-10-29,1,1,202110
담보,2020-09-29,1,1719593,202110
스매시 앤 그랩: 보석강도단 핑크 팬더,2021-03-11,1,190,202110
장모 무릎위 사위,2021-10-25,1,1,202110
스와핑 : 여자 헬스 트레이너,2021-10-04,1,1,202110
원나잇 호러 쇼,,1,1,202110
다 받아주는 콜센터,2021-10-18,1,1,202110
속궁합 짝꿍,2021-10-14,1,1,202110
새엄마 중독,2021-10-18,1,1,202110
스와핑 : 옆집 신혼부부,2021-10-26,1,1,202110
바람난 남편,2021-10-15,1,1,202110
정사 : 딸의 남자친구 무삭제,2021-10-22,1,1,202110
동생 아내 무삭제,2021-10-10,1,1,202110
매춘 2021,,1,1,202110
마마2,2021-10-16,1,1,202110
이터널 친구엄마,2021-10-18,1,1,202110
19번가물많은여자친구-무삭제,2021-10-13,1,1,202110
과부형수,2021-10-08,1,1,202110
불타는 밤:한 번 해봅시다,2021-10-08,1,1,202110
스타킹 : 그녀의 음모,2021-10-25,1,1,202110
내 아내가 다른 남자와 한다,2021-10-08,1,1,202110
옆집 돌싱맘의 맛,2021-10-08,1,1,202110
체리 향기,1998-01-01,0,964,202110
휴먼 보이스,,0,1000,202110
스플렌도르,,0,301,202110
아이덴티피케이션 오브우먼(보디우먼),1989-11-25,0,270,202110
수색자,,0,7200,202110
태양의 서커스 월드 어웨이,2016-01-06,0,4334,202110
겨울밤에,2020-12-10,0,1975,202110
집의 시간들,2018-10-25,0,3083,202110
깨어난 침묵,,0,259,202110
드롭박스,2016-05-19,0,2280,202110
우리는 매일매일,2021-06-30,0,3076,202110
증발,2020-11-12,0,4089,202110
후쿠오카,2020-08-27,0,5451,202110
죽도 서핑 다이어리,2020-05-07,0,125,202110
삼형제,,0,135,202110
북간도의 십자가,2019-10-17,0,9921,202110
아이 캔 온리 이매진,2018-06-21,0,34982,202110
이별식당,2020-08-27,0,772,202110
어게인,2020-07-30,0,1179,202110
스카이 파이터즈,,0,0,202110
송해 1927,2021-11-18,0,0,202110
메이드 인 루프탑,2021-06-23,0,5781,202110
"괴물, 유령, 자유인",,0,55,202110
Movie Picnic In Central Park,,0,0,202110
손수현 배우전,,0,0,202110
"스크린댄스특별전: 풀다, 바람",,0,0,202110
희수,,0,0,202110
검은 눈,,0,0,202110
디스 아메리카노,2021-09-10,0,22,202110
영향 아래 있는 여자,,0,436,202110
샹치와 텐 링즈의 전설,2021-09-01,1684610,1686426,202109
보이스,2021-09-15,1029282,1029282,202109
기적,2021-09-15,487170,487613,202109
모가디슈,2021-07-28,464645,3574451,202109
인질,2021-08-18,417320,1626970,202109
007 노 타임 투 다이,2021-09-29,180574,180574,202109
싱크홀,2021-08-11,166729,2187762,202109
"극장판 포켓몬스터: 정글의 아이, 코코",2021-09-15,165807,165807,202109
극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,2021-09-15,133650,133650,202109
맨 인 더 다크 2,2021-09-01,76228,78822,202109
해리포터와 마법사의 돌,2001-12-13,64525,332475,202109
너의 이름은.,2017-01-04,50869,3789699,202109
코다,2021-08-31,48436,55878,202109
캔디맨,2021-09-22,47777,47777,202109
말리그넌트,2021-09-15,41048,41048,202109
건파우더 밀크셰이크,2021-09-08,35444,35616,202109
날씨의 아이,2019-10-30,17486,734456,202109
잔나비 판타스틱 올드패션드 리턴즈! x 넌센스 Ⅱ,2021-09-09,16704,16704,202109
리스펙트,2021-09-08,16273,16273,202109
여름날 우리,2021-08-25,13761,40009,202109
뱅드림! 로젤리아 에피소드 Ⅱ : 송 아이 엠,2021-09-09,12825,12825,202109
귀문,2021-08-25,10126,91546,202109
좋은 사람,2021-09-09,10027,10228,202109
최선의 삶,2021-09-01,8896,10235,202109
퍼피 구조대 더 무비,2021-08-18,8431,60783,202109
프리 가이,2021-08-11,7584,305773,202109
용과 주근깨 공주,2021-09-29,7238,7238,202109
아임 유어 맨,2021-09-16,6979,6979,202109
스피릿,2021-09-15,6720,6720,202109
수색자,2021-09-29,5605,5605,202109
토베 얀손,2021-09-16,5092,5092,202109
승리호,,5023,5023,202109
올드,2021-08-18,4965,114987,202109
슈퍼문,2021-09-09,4697,4735,202109
내가 날 부를 때,2021-09-09,4385,4385,202109
극장판 마이 리틀 포니: 새로운 희망,2021-09-22,4372,4372,202109
상견니,2021-08-31,4207,6295,202109
아-하: 테이크 온 미,2021-09-22,3725,3725,202109
캐시트럭,2021-06-09,3718,231992,202109
종착역,2021-09-23,3328,3499,202109
정글 크루즈,2021-07-28,3288,250883,202109
바쿠라우,2021-09-02,3173,3804,202109
파이프라인,2021-05-26,3138,139818,202109
보스 베이비 2,2021-07-21,2856,924727,202109
스틸워터,2021-10-06,2789,2789,202109
상견니 대만판 13화,2021-09-08,2686,2686,202109
드림걸즈,2007-02-22,2487,724854,202109
콰이어트 플레이스 2,2021-06-16,2300,863204,202109
사운드 오브 데스,2021-09-09,2263,2263,202109
극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 팔라딘; 아가트람,2021-08-26,2228,5694,202109
그린 나이트,2021-08-05,2196,27562,202109
나의 흑역사 로맨티카,2021-09-22,2051,2084,202109
습도 다소 높음,2021-09-01,1999,2218,202109
사냥의 시간,,1974,2968,202109
코드 카림,2021-08-26,1893,4461,202109
블랙 위도우,2021-07-07,1870,2961678,202109
콜,,1757,1757,202109
더 수어사이드 스쿼드,2021-08-04,1733,419796,202109
쇼미더고스트,2021-09-09,1618,1997,202109
어시스턴트,2021-09-16,1511,1511,202109
소셜 네트워크,2010-11-18,1509,510804,202109
미드나이트,2021-06-30,1400,107412,202109
내일의 기억,2021-04-21,1392,335025,202109
꽃다발 같은 사랑을 했다,2021-07-14,1360,38993,202109
낙원의 밤,,1174,1174,202109
언어의 정원,2013-08-14,1142,77811,202109
학교 가는 길,2021-05-05,1102,29108,202109
영화의 거리,2021-09-16,1086,1288,202109
다이노 마이 프렌드,2021-08-26,1061,5460,202109
블라이스 스피릿,2021-06-30,1055,8256,202109
죽을 때까지,2021-09-09,1047,1047,202109
쁘띠 마망,2021-10-07,1034,1034,202109
자마,2021-08-26,1023,2816,202109
별의 목소리 X 초속5센티미터,,1005,1362,202109
바바라,2013-03-21,961,2577,202109
모던 타임즈,1988-07-02,944,9095,202109
남색대문,2021-08-18,834,9876,202109
방법: 재차의,2021-07-28,832,172969,202109
프로페서 앤 매드맨,2021-06-02,818,18302,202109
레미니센스,2021-08-25,818,37227,202109
위플래쉬,2015-03-12,809,1643252,202109
새콤달콤,,795,795,202109
그대 너머에,2021-09-09,793,898,202109
팅커 테일러 솔저 스파이,2012-02-09,766,98570,202109
열망,,764,893,202109
인디애니페스트2021 랜선비행,,756,756,202109
박강아름 결혼하다,2021-08-19,741,3482,202109
옐라,,734,819,202109
도라에몽: 스탠바이미 2,2021-05-19,733,82311,202109
하이큐!! 땅 VS 하늘,2020-01-23,727,42985,202109
부에나 비스타 소셜 클럽,2001-03-01,722,27756,202109
"조제, 호랑이 그리고 물고기들",2021-03-31,718,25614,202109
니키리라고도 알려진,,710,2140,202109
메기,2019-09-26,681,40606,202109
코끼리와 나비,2021-09-30,673,691,202109
아리아 : 더 크레푸스콜로,2021-09-08,660,660,202109
인디애니페스트2021 빌 플림턴 단편 스페셜,,646,646,202109
미켈란젤로,2021-09-29,644,644,202109
인디애니페스트2021 CEE 신인 감독전,,644,644,202109
제8일의 밤,,634,634,202109
꿈꾸는 고양이,2021-09-09,628,670,202109
아담,2021-08-25,611,1709,202109
F20,2021-10-06,607,607,202109
인디애니페스트2021 독립보행1,,605,605,202109
실: 인연의 시작,2021-10-14,601,601,202109
공작조: 현애지상,2021-09-16,595,595,202109
인디애니페스트2021 릴레이작가 초청전,,562,562,202109
시티 라이트,1989-02-04,562,2487,202109
위대한 독재자,1988-11-19,543,4180,202109
켈리 갱,2021-08-31,519,646,202109
"구름의 저편, 약속의 장소",2017-02-28,503,5544,202109
아들의 이름으로,2021-05-12,500,25763,202109
킬러의 보디가드 2: 킬러의 와이프,2021-08-04,483,3674,202109
스네이크 아이즈: 지.아이.조,2021-09-09,482,482,202109
매직 스쿨: 초보마법사 아우라의 대모험,2021-10-07,469,469,202109
로빈의 소원,2021-09-23,456,573,202109
해변의 에트랑제,2021-02-18,454,5819,202109
팜 스프링스,2021-08-19,452,8039,202109
아버지의 길,2021-09-30,448,448,202109
노매드랜드,2021-04-15,438,85124,202109
여고괴담 여섯번째 이야기 : 모교,2021-06-17,406,94436,202109
킬링 오브 투 러버스,2021-10-14,405,405,202109
투명한 그녀,2021-09-02,400,400,202109
피닉스,2021-07-22,387,11536,202109
런 우예 런,,360,360,202109
다크 스펠,2021-09-02,360,360,202109
해피 투게더,1998-08-22,354,35549,202109
변신 : 어느날 갑자기,2021-09-09,340,340,202109
중경삼림,1995-09-02,336,69692,202109
지상 최대의 작전,,323,8997,202109
나의 아빠 마리안,,320,320,202109
차터,,313,313,202109
이스트 워,2021-09-17,309,309,202109
언더그라운드,2021-08-19,303,1594,202109
라임라이트,1989-08-26,297,1219,202109
무법자 제시 제임스,,292,292,202109
아가씨 손길을 부드럽게,,290,556,202109
황야의 결투,,287,6144,202109
스쿨 아웃 포에버,2021-09-29,286,286,202109
길고 긴 여름날,,285,3083,202109
올리버 색스: 그의 생애,2021-08-26,284,557,202109
차인표,,281,281,202109
훠드부룩의 결투,,281,281,202109
권총왕,,280,2305,202109
아리아 : 디 아베니레,2021-09-08,273,273,202109
정복의 길,,272,272,202109
자산어보,2021-03-31,260,341023,202109
트랜짓,2020-07-02,259,5581,202109
운디네,2020-12-24,257,7253,202109
독수리는 다시난다,,255,332,202109
임모탈 서전트,,252,252,202109
마담 버터플라이,2016-09-03,247,3013,202109
묵향,2021-09-02,242,242,202109
은혼 더 파이널,2021-07-22,242,35126,202109
인생의 종착역,,239,646,202109
피가로의 결혼,2020-05-01,238,777,202109
콰이강의 다리,1962-11-03,236,12578,202109
누명 쓴 사나이,,236,301,202109
눈발,2017-03-01,235,13875,202109
귀신,2021-08-25,225,3070,202109
오셀로,,224,1905,202109
성인용품사용설명서2 : 성인용품여사장,2021-09-15,223,223,202109
하늘을 나는 자유로운 새처럼,,221,221,202109
문 오브 마이 오운,,216,216,202109
패왕별희 디 오리지널,2017-03-30,215,111251,202109
분노의 포도,,214,3279,202109
내가 속한 나라,,210,247,202109
나는 나대로 혼자서 간다,2021-07-15,210,5670,202109
언더독,,205,205,202109
